scenario_id	domain	domain_index	brief	audience_id	audience_label	reference_image	hex_1	hex_2	hex_3	hex_4	hex_5	lab_L_1	lab_a_1	lab_b_1	lab_L_2	lab_a_2	lab_b_2	lab_L_3	lab_a_3	lab_b_3	lab_L_4	lab_a_4	lab_b_4	lab_L_5	lab_a_5	lab_b_5	annotator_a1	annotator_a2	annotator_a3	annotator_kappa	design_intent_tags	annotation_date	version
CRDS-ECM-0086	ecommerce	3	A stationery product page for teens (13-17), in a dark-mode-first treatment; viewed in bright outdoor settings. Layout uses a clear visual hierarchy. Tone should feel premium without being intimidating. The colour palette should reflect the context, audience, and intent described above.	U02	Teens (13-17)	images/CRDS-ECM-0086.jpg	#000000	#222121	#A7795B	#CAB836	#ECECE4	0.0	0.0	0.0	12.85	0.47	0.17	54.71	14.14	23.51	74.26	-7.7	64.31	93.2	-1.4	3.87	A1	A2	A3	0.89	premium;minimal;literary;considered	05/06/2024	1
CRDS-ECM-0087	ecommerce	3	A kid's-clothing listing for general adults (30-49), with seasonal-spring overtones; must reproduce well in print. Image-heavy layout. Status indicators (success, warning, error) must be clearly distinguishable. The selected colours will be used as the foundation for the broader design system. The colour palette should reflect the context, audience, and intent described above.	U04	General adults (30-49)		#393E5B	#8AB8A0	#E9B87E	#DD845D	#F1EDD5	26.93	5.93	-17.97	71.02	-20.29	7.27	77.94	10.5	36.14	63.89	30.48	35.49	93.48	-2.65	12.11	A1	A2	A3	0.87	natural;premium;literary	06/06/2024	1
CRDS-ECM-0088	ecommerce	3	A gourmet-food listing for professional / b2b, evoking nostalgia; primarily viewed on mobile devices. Type-heavy layout. This is a fresh brand expression with no prior colour constraints. The colour palette should reflect the context, audience, and intent described above.	U06	Professional / B2B	images/CRDS-ECM-0088.jpg	#050505	#212121	#967850	#D0972F	#EEEFE5	1.37	-0.0	0.0	12.74	-0.0	0.0	52.39	6.23	26.35	66.33	12.16	59.57	94.13	-2.08	4.71	A1	A2	A3	0.74	minimal;natural;luxury	07/06/2024	1
CRDS-ECM-0089	ecommerce	3	A art-supplies listing for young adults (18-29), with a digital, futuristic look; viewed in low-light indoor settings. Image-heavy layout. The colour palette should reflect the context, audience, and intent described above.	U03	Young adults (18-29)	images/CRDS-ECM-0089.jpg	#394636	#7B8C83	#CAD0BA	#F4F0EA	#FFFCF9	28.16	-8.88	7.95	56.69	-7.99	2.73	82.49	-5.94	10.22	94.95	0.3	3.37	99.11	0.47	1.78	A1	A2	A3	0.75	warm;natural;luxury	05/06/2024	1
CRDS-ECM-0090	ecommerce	3	A audiophile-headphone listing for older adults (50+), with seasonal-winter overtones; intended for digital-only display. Image-heavy layout. The colour palette should reflect the context, audience, and intent described above.	U05	Older adults (50+)		#3A4335	#7A897E	#D3DBC0	#EBE2D9	#F6F4F2	27.22	-6.82	7.29	55.62	-7.7	4.05	86.17	-7.42	12.37	90.35	1.52	5.48	96.29	0.32	1.2	A1	A2	A3	0.68	artisan;sleek	03/06/2024	1
CRDS-ECM-0091	ecommerce	3	A kitchenware product page for general adults (30-49), respecting WCAG-AA contrast; primarily viewed on desktop screens. Type-heavy layout. Accessibility is a key requirement and a colour-blind-friendly palette is preferred. The colour palette should reflect the context, audience, and intent described above.	U04	General adults (30-49)	images/CRDS-ECM-0091.jpg	#3C3E59	#8ABAA3	#F3D38F	#DA7761	#EFEEE3	27.09	6.33	-16.4	71.67	-20.69	6.55	85.82	2.12	37.77	60.75	36.45	29.23	93.9	-1.57	5.44	A1	A2	A3	0.65	calm;artisan	05/06/2024	1
CRDS-ECM-0092	ecommerce	3	A running-shoe listing for general adults (30-49), evoking modernity; primarily viewed on desktop screens. Layout uses a clear visual hierarchy. The atmosphere should feel approachable and human. The colour palette should reflect the context, audience, and intent described above.	U04	General adults (30-49)	images/CRDS-ECM-0092.jpg	#0F2642	#1F5778	#5C99CD	#CCD6E5	#F2F2F2	14.85	2.08	-20.37	34.93	-6.38	-23.98	61.19	-4.76	-32.7	85.29	-0.46	-8.52	95.49	-0.0	0.0	A1	A2	A3	0.79	luxury;literary;modern	06/06/2024	1
CRDS-ECM-0093	ecommerce	3	A kid's-clothing listing for young adults (18-29), with seasonal-autumn overtones; must reproduce well in print. Dense layout with multiple data sections. Long-form reading is the primary mode of consumption. The brief is intended to capture the spirit of the scenario, not its exact appearance. The colour palette should reflect the context, audience, and intent described above.	U03	Young adults (18-29)		#000000	#282727	#A77E61	#D2B033	#F8F6EA	0.0	0.0	0.0	15.74	0.46	0.16	56.09	11.98	21.94	72.89	-0.18	64.34	96.74	-1.39	6.0	A1	A2	A3	0.66	luxury;playful;minimal	06/06/2024	1
CRDS-ECM-0094	ecommerce	3	A running-shoe listing for general adults (30-49), respecting WCAG-AA contrast; viewed in low-light indoor settings. Type-heavy layout. Cultural connotations of certain colours should be considered for the target market. The colour palette should reflect the context, audience, and intent described above.	U04	General adults (30-49)	images/CRDS-ECM-0094.jpg	#3E425D	#86AE97	#EBCD88	#D78662	#EEECDF	28.67	5.54	-16.54	67.71	-18.29	7.43	83.5	1.33	38.19	63.66	27.42	32.33	93.23	-1.56	6.53	A1	A2	A3	0.87	artisan;calm;playful	04/06/2024	1
CRDS-ECM-0095	ecommerce	3	A men's-grooming product page for general adults (30-49), respecting WCAG-AA contrast; must reproduce well in print. Single hero anchor with supporting elements. The design will be reproduced across multiple touchpoints from print to mobile. The colour palette should reflect the context, audience, and intent described above.	U04	General adults (30-49)	images/CRDS-ECM-0095.jpg	#414361	#80B59F	#FBD79A	#D77164	#FAF7D9	29.42	7.07	-17.94	69.57	-22.15	5.65	87.7	4.37	34.76	59.14	38.65	25.37	96.76	-3.93	14.8	A1	A2	A3	0.8	fun;sustainable;calm	07/06/2024	1
CRDS-ECM-0096	ecommerce	3	A art-print product page for young adults (18-29), in a dark-mode-first treatment; must work in monochrome fallback. Single hero anchor with supporting elements. Surrounding visual elements (typography, photography) are already established. The selected colours will be used as the foundation for the broader design system. The colour palette should reflect the context, audience, and intent described above.	U03	Young adults (18-29)		#FFA40C	#F77309	#1E99B6	#87C3E6	#02283E	74.73	24.55	77.43	63.39	46.16	69.84	58.45	-21.69	-24.15	76.0	-10.4	-23.46	14.83	-3.36	-17.65	A1	A2	A3	0.85	minimal;vivid;fun;luxury	04/06/2024	1
CRDS-ECM-0097	ecommerce	3	A literary-fiction product page for mixed / accessibility-first, with a strong primary brand colour; must reproduce well in print. Layout uses a clear visual hierarchy. Brief, scannable interaction is the primary mode of consumption. The colour palette should reflect the context, audience, and intent described above.	U07	Mixed / accessibility-first	images/CRDS-ECM-0097.jpg	#3B4937	#829489	#CFD6C0	#F0EDE9	#FFF3E7	29.34	-9.64	8.97	59.65	-8.67	3.64	84.57	-6.26	10.05	93.87	0.31	2.29	96.46	2.03	7.22	A1	A2	A3	0.72	modern;sustainable	04/06/2024	1
CRDS-ECM-0098	ecommerce	3	A designer-dress listing for professional / b2b, using a soft pastel palette; primarily viewed on desktop screens. Layout uses a clear visual hierarchy. The design will be reproduced across multiple touchpoints from print to mobile. Annotators should consider how the palette will perform across light and dark themes. The colour palette should reflect the context, audience, and intent described above.	U06	Professional / B2B	images/CRDS-ECM-0098.jpg	#3F473C	#6F8776	#C4CFA7	#EEECE5	#FFF5EC	29.13	-5.72	5.53	54.04	-12.2	6.3	81.37	-10.64	18.66	93.37	-0.55	3.62	97.07	1.83	5.52	A1	A2	A3	0.8	natural;sleek;modern;warm	06/06/2024	1
CRDS-ECM-0099	ecommerce	3	A home-decor product page for professional / b2b, evoking nostalgia; viewed in bright outdoor settings. Dense layout with multiple data sections. Tone should feel premium without being intimidating. Consider how the palette interacts with the dominant photography in the layout. The colour palette should reflect the context, audience, and intent described above.	U06	Professional / B2B	images/CRDS-ECM-0099.jpg	#0C1B2D	#181F36	#42607D	#718CAD	#DEDEDE	9.41	0.64	-14.01	12.22	4.66	-16.04	39.59	-2.54	-19.69	57.35	-1.33	-20.45	88.47	-0.0	0.0	A1	A2	A3	0.84	literary;sleek	04/06/2024	1
CRDS-ECM-0100	ecommerce	3	A espresso-machine product page for young adults (18-29), with a strong photographic anchor; must remain legible in small thumbnails. Strong use of negative space. Surrounding visual elements (typography, photography) are already established. The colour palette should reflect the context, audience, and intent described above.	U03	Young adults (18-29)	images/CRDS-ECM-0100.jpg	#141313	#252525	#9C9C9C	#3F75FF	#F8F8F8	5.98	0.42	0.15	14.68	-0.0	0.0	64.36	-0.0	0.0	52.95	29.28	-73.73	97.58	-0.0	0.0	A1	A2	A3	0.86	sustainable;sleek;fun;high-tech	05/06/2024	1
CRDS-ECM-0101	ecommerce	3	A fine-art canvas listing for professional / b2b, with a digital, futuristic look; primarily viewed on desktop screens. Image-heavy layout. Status indicators (success, warning, error) must be clearly distinguishable. The brief is intended to capture the spirit of the scenario, not its exact appearance. The colour palette should reflect the context, audience, and intent described above.	U06	Professional / B2B	images/CRDS-ECM-0101.jpg	#0E0D0D	#232222	#9A9797	#3886FC	#FFFFFF	3.71	0.32	0.11	13.33	0.47	0.17	62.71	1.09	0.39	56.99	16.95	-65.54	100.0	-0.0	0.0	A1	A2	A3	0.74	premium;modern;minimal;natural	04/06/2024	1
CRDS-ECM-0102	ecommerce	3	A children's-toy listing for older adults (50+), respecting WCAG-AA contrast; intended as a fresh visual identity. Image-heavy layout. Status indicators (success, warning, error) must be clearly distinguishable. Annotators should consider how the palette will perform across light and dark themes. The colour palette should reflect the context, audience, and intent described above.	U05	Older adults (50+)	images/CRDS-ECM-0102.jpg	#282543	#4B4F72	#9B949A	#C2A19E	#EDEBEA	16.4	10.01	-18.49	34.6	7.5	-20.57	62.07	3.7	-2.24	69.06	11.65	6.11	93.17	0.49	0.72	A1	A2	A3	0.67	considered;calm;luxury	05/06/2024	1
CRDS-ECM-0103	ecommerce	3	A organic-snack listing for general adults (30-49), with a high-contrast monochromatic look; must reproduce well in print. Asymmetrical composition. Status indicators (success, warning, error) must be clearly distinguishable. Annotators should consider how the palette will perform across light and dark themes. The colour palette should reflect the context, audience, and intent described above.	U04	General adults (30-49)		#0D0D0D	#1F1F1F	#A9A9A9	#3771FD	#FFFFFF	3.64	-0.0	0.0	11.76	-0.0	0.0	69.24	-0.0	0.0	51.51	30.24	-74.97	100.0	-0.0	0.0	A1	A2	A3	0.78	premium;calm;modern	06/06/2024	1
CRDS-ECM-0104	ecommerce	3	A camping-gear listing for young adults (18-29), with seasonal-spring overtones; primarily viewed on mobile devices. Asymmetrical composition. The work must hold up against busy backgrounds in the deployment context. The selected colours will be used as the foundation for the broader design system. The colour palette should reflect the context, audience, and intent described above.	U03	Young adults (18-29)	images/CRDS-ECM-0104.jpg	#1B1F22	#4B555E	#6F777D	#DEDFE1	#F9FAFA	11.47	-1.01	-2.67	35.6	-1.74	-6.54	49.56	-1.69	-4.31	88.8	0.02	-1.09	98.2	-0.33	-0.12	A1	A2	A3	0.74	minimal;considered;warm	07/06/2024	1
CRDS-ECM-0105	ecommerce	3	A non-fiction-book listing for young adults (18-29), with iconography-driven layout; must respect existing brand-colour guidelines. Single hero anchor with supporting elements. Status indicators (success, warning, error) must be clearly distinguishable. The colour palette should reflect the context, audience, and intent described above.	U03	Young adults (18-29)	images/CRDS-ECM-0105.jpg	#3D473A	#799284	#CDDEBB	#E5DDD4	#FFFAF0	28.91	-6.98	6.48	58.31	-11.79	4.48	86.41	-11.87	15.28	88.51	1.18	5.38	98.4	-0.04	5.38	A1	A2	A3	0.84	natural;minimal;playful	07/06/2024	1
CRDS-ECM-0106	ecommerce	3	A designer-shoe listing for professional / b2b, in a dark-mode-first treatment; intended for digital-only display. Dense layout with multiple data sections. The atmosphere should feel approachable and human. The colour palette should reflect the context, audience, and intent described above.	U06	Professional / B2B		#3C415E	#81B096	#FBD98B	#E57565	#F9F8EE	28.25	5.84	-17.85	67.96	-21.16	8.3	87.97	1.79	42.69	61.93	41.95	28.82	97.41	-1.39	4.91	A1	A2	A3	0.86	literary;sustainable;natural;minimal	04/06/2024	1
CRDS-ECM-0107	ecommerce	3	A skateboard listing for teens (13-17), with a strong photographic anchor; must respect existing brand-colour guidelines. Type-heavy layout. Long-form reading is the primary mode of consumption. The colour palette should reflect the context, audience, and intent described above.	U02	Teens (13-17)		#090909	#1A1A1A	#9E9999	#3E8AFF	#FDFDFD	2.47	-0.0	0.0	9.26	-0.0	0.0	63.63	1.82	0.65	58.43	16.24	-64.87	99.31	-0.0	0.0	A1	A2	A3	0.73	playful;sleek;warm;premium	06/06/2024	1
CRDS-ECM-0108	ecommerce	3	A children's-book product page for mixed / accessibility-first, with a strong primary brand colour; must reproduce well in print. Strong use of negative space. Long-form reading is the primary mode of consumption. The colour palette should reflect the context, audience, and intent described above.	U07	Mixed / accessibility-first	images/CRDS-ECM-0108.jpg	#FF5E4F	#F8CE36	#8BCB2C	#116EBC	#654693	61.51	60.32	41.36	84.16	0.64	75.03	75.07	-43.03	66.74	45.5	4.41	-47.92	36.47	30.28	-37.79	A1	A2	A3	0.75	fun;playful;artisan;high-tech	06/06/2024	1
CRDS-ECM-0109	ecommerce	3	A pet-toy listing for professional / b2b, evoking modernity; intended for digital-only display. Single hero anchor with supporting elements. Status indicators (success, warning, error) must be clearly distinguishable. The selected colours will be used as the foundation for the broader design system. The colour palette should reflect the context, audience, and intent described above.	U06	Professional / B2B	images/CRDS-ECM-0109.jpg	#272C2F	#515A5F	#6F767F	#E3E5E6	#F5F5F5	17.64	-1.41	-2.69	37.64	-2.35	-4.07	49.34	-0.66	-5.83	90.82	-0.49	-0.72	96.54	-0.0	0.0	A1	A2	A3	0.84	high-tech;considered;modern	04/06/2024	1
CRDS-ECM-0110	ecommerce	3	A supplements and vitamins listing for young adults (18-29), tested under colour-vision-deficiency simulation; the design must support light and dark themes. Strong use of negative space. Long-form reading is the primary mode of consumption. Consider how the palette interacts with the dominant photography in the layout. The colour palette should reflect the context, audience, and intent described above.	U03	Young adults (18-29)		#222239	#424664	#9C8D99	#CFAFAC	#F8F3F0	14.28	6.81	-14.87	30.54	6.31	-18.1	60.26	7.82	-4.31	74.13	11.09	5.85	96.14	1.15	2.03	A1	A2	A3	0.82	sleek;vivid;calm	06/06/2024	1
CRDS-ECM-0111	ecommerce	3	A art-print product page for general adults (30-49), evoking modernity; intended for digital-only display. Image-heavy layout. The work must hold up against busy backgrounds in the deployment context. The colour palette should reflect the context, audience, and intent described above.	U04	General adults (30-49)	images/CRDS-ECM-0111.jpg	#121212	#232323	#9F9F9F	#4177FB	#FBFBFB	5.46	-0.0	0.0	13.71	-0.0	0.0	65.49	-0.0	0.0	53.25	26.83	-71.02	98.62	-0.0	0.0	A1	A2	A3	0.8	warm;high-tech;modern	06/06/2024	1
CRDS-ECM-0112	ecommerce	3	A smart-home device product page for young adults (18-29), with seasonal-autumn overtones; intended for digital-only display. Asymmetrical composition. Consider how the palette interacts with the dominant photography in the layout. The colour palette should reflect the context, audience, and intent described above.	U03	Young adults (18-29)	images/CRDS-ECM-0112.jpg	#202328	#474F54	#656E74	#ECECEC	#F0F2F4	13.6	-0.01	-3.8	33.07	-2.0	-4.03	45.88	-2.07	-4.5	93.4	-0.0	0.0	95.4	-0.31	-1.19	A1	A2	A3	0.78	natural;modern	04/06/2024	1
CRDS-ECM-0113	ecommerce	3	A luxury-cosmetics listing for general adults (30-49), with seasonal-autumn overtones; must reproduce well in print. Layout uses a clear visual hierarchy. Surrounding visual elements (typography, photography) are already established. The selected colours will be used as the foundation for the broader design system. The colour palette should reflect the context, audience, and intent described above.	U04	General adults (30-49)	images/CRDS-ECM-0113.jpg	#131313	#1F1D1E	#A5A5A5	#4084FF	#F2F2F2	5.88	-0.0	0.0	11.02	1.2	-0.34	67.74	-0.0	0.0	56.89	20.13	-67.35	95.49	-0.0	0.0	A1	A2	A3	0.71	fun;luxury;modern;high-tech	06/06/2024	1
CRDS-ECM-0114	ecommerce	3	A yoga-mat product page for professional / b2b, in a playful, hand-drawn style; viewed in low-light indoor settings. Layout uses a clear visual hierarchy. Accessibility is a key requirement and a colour-blind-friendly palette is preferred. The selected colours will be used as the foundation for the broader design system. The colour palette should reflect the context, audience, and intent described above.	U06	Professional / B2B	images/CRDS-ECM-0114.jpg	#FF5E71	#F9B333	#98C525	#178ECD	#6A4B8D	62.05	62.37	22.89	77.65	14.96	70.19	74.02	-35.73	68.03	56.02	-7.96	-40.93	37.88	27.13	-31.87	A1	A2	A3	0.74	vivid;playful;high-tech	06/06/2024	1
CRDS-ECM-0115	ecommerce	3	A musical-instrument product page for mixed / accessibility-first, with a clean editorial layout; the design must support light and dark themes. Multi-column grid. Surrounding visual elements (typography, photography) are already established. The colour palette should reflect the context, audience, and intent described above.	U07	Mixed / accessibility-first		#0F0E0E	#1C1B1B	#989898	#3274FF	#FFFFFF	4.04	0.33	0.12	9.88	0.48	0.17	62.84	-0.0	0.0	52.27	28.65	-74.85	100.0	-0.0	0.0	A1	A2	A3	0.67	premium;modern;vivid	05/06/2024	1
CRDS-ECM-0116	ecommerce	3	A modern-lighting listing for older adults (50+), with a high-contrast monochromatic look; must work in monochrome fallback. Multi-column grid. Cultural connotations of certain colours should be considered for the target market. The colour palette should reflect the context, audience, and intent described above.	U05	Older adults (50+)		#414260	#83B99E	#FBCB8B	#E58962	#FCF8E2	29.07	7.43	-17.83	70.86	-23.42	8.08	84.53	9.0	38.28	66.09	31.4	35.76	97.36	-2.33	11.04	A1	A2	A3	0.69	premium;artisan	05/06/2024	1
CRDS-ECM-0117	ecommerce	3	A baby-clothing product page for older adults (50+), evoking modernity; viewed in bright outdoor settings. Dense layout with multiple data sections. Category coding will be used and needs at least four distinct hues. The colour palette should reflect the context, audience, and intent described above.	U05	Older adults (50+)	images/CRDS-ECM-0117.jpg	#0E0E0E	#1E1E1E	#9A9A9A	#408CF5	#F9F9F9	3.97	-0.0	0.0	11.26	-0.0	0.0	63.6	-0.0	0.0	58.45	11.67	-59.34	97.93	-0.0	0.0	A1	A2	A3	0.82	artisan;high-tech;sleek	06/06/2024	1
CRDS-ECM-0118	ecommerce	3	A art-print product page for teens (13-17), with a digital, futuristic look; must respect existing brand-colour guidelines. Image-heavy layout. Brief, scannable interaction is the primary mode of consumption. Annotators should consider how the palette will perform across light and dark themes. The colour palette should reflect the context, audience, and intent described above.	U02	Teens (13-17)	images/CRDS-ECM-0118.jpg	#3E4158	#87B5A0	#EBC480	#E8896A	#EBEBDE	28.14	4.74	-14.12	69.99	-19.73	5.76	81.13	5.2	39.23	66.59	33.21	32.15	92.73	-2.25	6.3	A1	A2	A3	0.77	fun;warm	08/06/2024	1
CRDS-ECM-0119	ecommerce	3	A smart-home device product page for general adults (30-49), favouring earth tones; must reproduce well in print. Image-heavy layout. Status indicators (success, warning, error) must be clearly distinguishable. The colour palette should reflect the context, audience, and intent described above.	U04	General adults (30-49)		#FBC409	#F98008	#259ABB	#98D7EC	#002A40	81.85	6.16	82.54	66.21	40.55	71.92	59.06	-19.89	-26.03	82.56	-14.86	-16.67	15.62	-4.2	-17.8	A1	A2	A3	0.84	artisan;playful	07/06/2024	1
CRDS-ECM-0120	ecommerce	3	A supplements and vitamins listing for young adults (18-29), with seasonal-autumn overtones; the design must support light and dark themes. Strong use of negative space. The work must hold up against busy backgrounds in the deployment context. The selected colours will be used as the foundation for the broader design system. The colour palette should reflect the context, audience, and intent described above.	U03	Young adults (18-29)	images/CRDS-ECM-0120.jpg	#1E2328	#404950	#646D74	#E0E5EB	#FDFDFD	13.42	-0.85	-4.09	30.48	-1.88	-5.39	45.51	-1.84	-5.06	90.73	-0.57	-3.5	99.31	-0.0	0.0	A1	A2	A3	0.83	playful;considered;vivid;minimal	07/06/2024	1
CRDS-ECM-0121	ecommerce	3	A supplements and vitamins listing for young adults (18-29), in a muted desaturated palette; primarily viewed on desktop screens. Asymmetrical composition. Accessibility is a key requirement and a colour-blind-friendly palette is preferred. The brief is intended to capture the spirit of the scenario, not its exact appearance. The colour palette should reflect the context, audience, and intent described above.	U03	Young adults (18-29)		#070707	#191919	#9B9B9B	#2C89F9	#F9F9F9	1.92	-0.0	0.0	8.76	-0.0	0.0	63.98	-0.0	0.0	57.33	12.91	-63.36	97.93	-0.0	0.0	A1	A2	A3	0.77	artisan;high-tech;premium;modern	07/06/2024	1
CRDS-ECM-0122	ecommerce	3	A wedding-dress listing for professional / b2b, tested under colour-vision-deficiency simulation; must remain legible in small thumbnails. Symmetrical composition. Consider how the palette interacts with the dominant photography in the layout. The colour palette should reflect the context, audience, and intent described above.	U06	Professional / B2B	images/CRDS-ECM-0122.jpg	#484E65	#7EA996	#F3D694	#DF7D5B	#F7F3D8	33.49	3.45	-14.15	65.76	-18.55	5.12	86.65	1.11	36.3	62.6	34.81	35.03	95.51	-3.12	13.51	A1	A2	A3	0.8	calm;considered;natural;artisan	05/06/2024	1
CRDS-ECM-0123	ecommerce	3	A yoga-mat product page for teens (13-17), with a tactile, organic feeling; must reproduce well in print. Multi-column grid. Category coding will be used and needs at least four distinct hues. Annotators should consider how the palette will perform across light and dark themes. The colour palette should reflect the context, audience, and intent described above.	U02	Teens (13-17)		#FF5B60	#FFC933	#92CD23	#1C76C6	#684D97	61.3	62.46	31.63	83.59	6.07	75.7	76.0	-41.67	70.14	48.61	4.03	-48.7	38.7	27.95	-36.64	A1	A2	A3	0.75	calm;fun	04/06/2024	1
CRDS-ECM-0124	ecommerce	3	A high-end electronics product page for general adults (30-49), in a playful, hand-drawn style; must respect existing brand-colour guidelines. Asymmetrical composition. The atmosphere should feel approachable and human. The colour palette should reflect the context, audience, and intent described above.	U04	General adults (30-49)	images/CRDS-ECM-0124.jpg	#0C1B2D	#192235	#455977	#748BAB	#D9DAD3	9.41	0.64	-14.01	13.28	2.36	-13.67	37.37	0.8	-19.42	57.19	-0.4	-19.53	86.8	-1.59	3.32	A1	A2	A3	0.77	modern;high-tech;warm;considered	07/06/2024	1
CRDS-ECM-0125	ecommerce	3	A home-decor product page for general adults (30-49), in a playful, hand-drawn style; the design must support light and dark themes. Dense layout with multiple data sections. Accessibility is a key requirement and a colour-blind-friendly palette is preferred. The selected colours will be used as the foundation for the broader design system. The colour palette should reflect the context, audience, and intent described above.	U04	General adults (30-49)	images/CRDS-ECM-0125.jpg	#0C1C2B	#1F2F44	#405976	#7288A5	#E6E9DF	9.66	-0.96	-12.15	18.98	0.36	-15.2	37.01	-0.96	-19.39	55.99	-0.84	-17.94	91.88	-2.77	4.5	A1	A2	A3	0.77	fun;modern	06/06/2024	1
CRDS-ECM-0126	ecommerce	3	A supplements and vitamins listing for young adults (18-29), evoking nostalgia; viewed in low-light indoor settings. Type-heavy layout. Status indicators (success, warning, error) must be clearly distinguishable. The brief is intended to capture the spirit of the scenario, not its exact appearance. The colour palette should reflect the context, audience, and intent described above.	U03	Young adults (18-29)	images/CRDS-ECM-0126.jpg	#FFAD09	#F29500	#259BB9	#95C9ED	#022A46	76.78	19.83	79.19	69.74	26.86	74.8	59.28	-21.09	-24.55	78.62	-8.13	-23.17	16.06	-1.11	-21.24	A1	A2	A3	0.68	fun;vivid	08/06/2024	1
CRDS-ECM-0127	ecommerce	3	A outdoor-apparel product page for teens (13-17), with seasonal-winter overtones; must reproduce well in print. Multi-column grid. The palette should feel current but should not chase fleeting trends. The brief is intended to capture the spirit of the scenario, not its exact appearance. The colour palette should reflect the context, audience, and intent described above.	U02	Teens (13-17)		#282942	#474F69	#9D959B	#C5AEAC	#EADDD8	17.6	6.81	-15.92	33.88	3.6	-16.08	62.53	4.06	-2.1	72.97	7.94	4.06	89.0	3.59	4.04	A1	A2	A3	0.86	literary;vivid;considered	05/06/2024	1
CRDS-ECM-0128	ecommerce	3	A haircare product page for mixed / accessibility-first, with a clean editorial layout; must reproduce well on backlit large-format displays. Type-heavy layout. Category coding will be used and needs at least four distinct hues. Annotators should consider how the palette will perform across light and dark themes. The colour palette should reflect the context, audience, and intent described above.	U07	Mixed / accessibility-first	images/CRDS-ECM-0128.jpg	#161515	#252525	#A8A8A8	#3799FF	#F9F9F9	6.87	0.45	0.16	14.68	-0.0	0.0	68.87	-0.0	0.0	62.35	6.51	-58.61	97.93	-0.0	0.0	A1	A2	A3	0.78	sleek;minimal;high-tech	06/06/2024	1
CRDS-ECM-0129	ecommerce	3	A perfume product page for young adults (18-29), evoking nostalgia; primarily viewed on mobile devices. Symmetrical composition. Status indicators (success, warning, error) must be clearly distinguishable. Consider how the palette interacts with the dominant photography in the layout. The colour palette should reflect the context, audience, and intent described above.	U03	Young adults (18-29)		#262640	#41425F	#A08F9C	#CDB0A6	#F1EDEB	16.35	7.62	-16.51	29.02	7.14	-17.26	61.24	8.72	-4.55	74.05	8.87	8.99	94.0	0.99	1.44	A1	A2	A3	0.83	literary;high-tech;luxury	05/06/2024	1
CRDS-ECM-0130	ecommerce	3	A modern-lighting listing for older adults (50+), tested under colour-vision-deficiency simulation; must remain legible in small thumbnails. Strong use of negative space. The work must hold up against busy backgrounds in the deployment context. The colour palette should reflect the context, audience, and intent described above.	U05	Older adults (50+)	images/CRDS-ECM-0130.jpg	#181717	#171717	#A9A9A9	#3A71F8	#F8F4F4	7.85	0.49	0.17	7.74	-0.0	0.0	69.24	-0.0	0.0	51.25	28.72	-72.62	96.49	1.33	0.47	A1	A2	A3	0.82	modern;high-tech	06/06/2024	1
CRDS-ECM-0131	ecommerce	3	A smart-home device product page for young adults (18-29), with a strong photographic anchor; primarily viewed on mobile devices. Symmetrical composition. The brief is intended to capture the spirit of the scenario, not its exact appearance. The colour palette should reflect the context, audience, and intent described above.	U03	Young adults (18-29)	images/CRDS-ECM-0131.jpg	#454B61	#7EB19A	#EEC489	#E98868	#ECE9DF	32.17	3.22	-13.67	68.18	-21.8	6.39	81.55	7.3	35.21	66.47	33.96	33.11	92.33	-0.72	5.21	A1	A2	A3	0.71	calm;sustainable;artisan	07/06/2024	1
CRDS-ECM-0132	ecommerce	3	A skateboard listing for mixed / accessibility-first, with a clean editorial layout; must remain legible in small thumbnails. Single hero anchor with supporting elements. The design will be reproduced across multiple touchpoints from print to mobile. The brief is intended to capture the spirit of the scenario, not its exact appearance. The colour palette should reflect the context, audience, and intent described above.	U07	Mixed / accessibility-first		#0F2133	#222A44	#415678	#7E92A7	#E4E4E1	12.14	-0.58	-14.06	17.52	4.81	-17.46	36.24	1.84	-21.81	59.69	-2.28	-13.39	90.51	-0.53	1.46	A1	A2	A3	0.77	calm;sustainable;high-tech;sleek	08/06/2024	1
CRDS-ECM-0133	ecommerce	3	A men's-suit product page for older adults (50+), favouring earth tones; must work in monochrome fallback. Mixed text and graphics. The work must hold up against busy backgrounds in the deployment context. Annotators should consider how the palette will perform across light and dark themes. The colour palette should reflect the context, audience, and intent described above.	U05	Older adults (50+)		#21223D	#4B506D	#A18B9F	#D0ADA6	#EFE0DB	14.42	7.84	-17.48	34.68	5.43	-17.34	60.38	11.92	-7.52	73.58	11.61	8.35	90.22	4.27	4.28	A1	A2	A3	0.71	calm;natural;literary	07/06/2024	1
CRDS-ECM-0134	ecommerce	3	A tea-set listing for professional / b2b, with a luxurious metallic accent; primarily viewed on mobile devices. Layout uses a clear visual hierarchy. Brand identity is established and the palette must respect existing guidelines. Consider how the palette interacts with the dominant photography in the layout. The colour palette should reflect the context, audience, and intent described above.	U06	Professional / B2B		#485446	#7C9582	#C6D5B5	#EDE7DE	#FFF8EF	34.31	-7.81	6.62	59.33	-12.74	7.12	83.41	-10.75	14.13	91.88	0.48	5.09	97.88	0.81	5.14	A1	A2	A3	0.69	sustainable;luxury	05/06/2024	1
